id,hub,title,desc,risk,icon,link,delay,pubDate,timestamp
telemetry-dhanbad-extreme-temperature-warning-8-9,"Dhanbad, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.4°C active in Dhanbad. Elevated engine and tire blowout stress warning. (Delay Impact: +56 mins),Critical,fa-temperature-high,https://open-meteo.com,56,46181.37512,1.78089E+12
telemetry-darbhanga-extreme-temperature-warning-8-9,"Darbhanga, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36.3°C active in Darbhanga. Elevated engine and tire blowout stress warning. (Delay Impact: +37 mins),High,fa-temperature-high,https://open-meteo.com,37,46181.37512,1.78089E+12
telemetry-shillong-optimal-transit-weather-8-9,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 18.4°C, AQI 55, windspeed 7.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.37512,1.78089E+12
telemetry-puri-moderate-smog-warning-8-9,"Puri, OD",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Puri is 101 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
telemetry-kashipur-extreme-temperature-warning-8-9,"Kashipur, UK",Extreme Temperature Warning,[Verified Live Status] High heat profile of 38.3°C active in Kashipur. Elevated engine and tire blowout stress warning. (Delay Impact: +46 mins),High,fa-temperature-high,https://open-meteo.com,46,46181.37512,1.78089E+12
telemetry-patna-extreme-temperature-warning-8-14,"Patna, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.3°C active in Patna. Elevated engine and tire blowout stress warning. (Delay Impact: +60 mins),Critical,fa-temperature-high,https://open-meteo.com,60,46181.58345,1.78091E+12
telemetry-asansol-extreme-temperature-warning-8-14,"Asansol, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41°C active in Asansol. Elevated engine and tire blowout stress warning. (Delay Impact: +59 mins),Critical,fa-temperature-high,https://open-meteo.com,59,46181.58345,1.78091E+12
telemetry-durgapur-optimal-transit-weather-8-14,"Durgapur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Durgapur corridor: 30.2°C, AQI 78, windspeed 12.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-kolkata-severe-air-pollution-warning-8-14,"Kolkata, WB",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Kolkata is 164 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.58345,1.78091E+12
telemetry-gaya-extreme-temperature-warning-8-14,"Gaya, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40°C active in Gaya. Elevated engine and tire blowout stress warning. (Delay Impact: +54 mins),High,fa-temperature-high,https://open-meteo.com,54,46181.58345,1.78091E+12
telemetry-hazaribagh-moderate-smog-warning-8-14,"Hazaribagh, JH",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Hazaribagh is 133 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.58345,1.78091E+12
telemetry-ranchi-extreme-temperature-warning-8-14,"Ranchi, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.7°C active in Ranchi. Elevated engine and tire blowout stress warning. (Delay Impact: +35 mins),High,fa-temperature-high,https://open-meteo.com,35,46181.58345,1.78091E+12
telemetry-kharagpur-optimal-transit-weather-8-14,"Kharagpur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kharagpur corridor: 33.7°C, AQI 91, windspeed 7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-cuttack-extreme-temperature-warning-8-14,"Cuttack, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.4°C active in Cuttack. Elevated engine and tire blowout stress warning. (Delay Impact: +33 mins),High,fa-temperature-high,https://open-meteo.com,33,46181.58345,1.78091E+12
telemetry-bhubaneswar-severe-air-pollution-warning-8-14,"Bhubaneswar, OD",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Bhubaneswar is 183 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.58345,1.78091E+12
telemetry-bhagalpur-extreme-temperature-warning-8-14,"Bhagalpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42.5°C active in Bhagalpur. Elevated engine and tire blowout stress warning. (Delay Impact: +65 mins),Critical,fa-temperature-high,https://open-meteo.com,65,46181.58345,1.78091E+12
telemetry-siliguri-optimal-transit-weather-8-14,"Siliguri, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Siliguri corridor: 25.8°C, AQI 48, windspeed 13 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-guwahati-optimal-transit-weather-8-14,"Guwahati, AS",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Guwahati corridor: 23.9°C, AQI 97, windspeed 0.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-jamshedpur-optimal-transit-weather-8-14,"Jamshedpur, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Jamshedpur corridor: 32.9°C, AQI 54, windspeed 1.4 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-muzaffarpur-extreme-temperature-warning-8-14,"Muzaffarpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 39.7°C active in Muzaffarpur. Elevated engine and tire blowout stress warning. (Delay Impact: +53 mins),High,fa-temperature-high,https://open-meteo.com,53,46181.58345,1.78091E+12
telemetry-dhanbad-optimal-transit-weather-8-14,"Dhanbad, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Dhanbad corridor: 31.5°C, AQI 54, windspeed 13.3 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-darbhanga-optimal-transit-weather-8-14,"Darbhanga, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Darbhanga corridor: 33.7°C, AQI 73, windspeed 17.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-shillong-optimal-transit-weather-8-14,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 19.6°C, AQI 84, windspeed 7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.58345,1.78091E+12
telemetry-puri-severe-air-pollution-warning-8-14,"Puri, OD",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Puri is 183 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.58345,1.78091E+12
telemetry-kashipur-moderate-smog-warning-8-14,"Kashipur, UK",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Kashipur is 137 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.58345,1.78091E+12
telemetry-patna-extreme-temperature-warning-8-15,"Patna, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.3°C active in Patna. Elevated engine and tire blowout stress warning. (Delay Impact: +60 mins),Critical,fa-temperature-high,https://open-meteo.com,60,46181.62512,1.78091E+12
telemetry-asansol-extreme-temperature-warning-8-15,"Asansol, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41°C active in Asansol. Elevated engine and tire blowout stress warning. (Delay Impact: +59 mins),Critical,fa-temperature-high,https://open-meteo.com,59,46181.62512,1.78091E+12
telemetry-durgapur-optimal-transit-weather-8-15,"Durgapur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Durgapur corridor: 30.2°C, AQI 78, windspeed 12.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-kolkata-severe-air-pollution-warning-8-15,"Kolkata, WB",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Kolkata is 164 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.62512,1.78091E+12
telemetry-gaya-extreme-temperature-warning-8-15,"Gaya, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40°C active in Gaya. Elevated engine and tire blowout stress warning. (Delay Impact: +54 mins),High,fa-temperature-high,https://open-meteo.com,54,46181.62512,1.78091E+12
telemetry-hazaribagh-moderate-smog-warning-8-15,"Hazaribagh, JH",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Hazaribagh is 133 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.62512,1.78091E+12
telemetry-ranchi-extreme-temperature-warning-8-15,"Ranchi, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.7°C active in Ranchi. Elevated engine and tire blowout stress warning. (Delay Impact: +35 mins),High,fa-temperature-high,https://open-meteo.com,35,46181.62512,1.78091E+12
telemetry-kharagpur-optimal-transit-weather-8-15,"Kharagpur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kharagpur corridor: 33.7°C, AQI 91, windspeed 7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-cuttack-extreme-temperature-warning-8-15,"Cuttack, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.4°C active in Cuttack. Elevated engine and tire blowout stress warning. (Delay Impact: +33 mins),High,fa-temperature-high,https://open-meteo.com,33,46181.62512,1.78091E+12
telemetry-bhubaneswar-severe-air-pollution-warning-8-15,"Bhubaneswar, OD",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Bhubaneswar is 183 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.62512,1.78091E+12
telemetry-bhagalpur-extreme-temperature-warning-8-15,"Bhagalpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42.5°C active in Bhagalpur. Elevated engine and tire blowout stress warning. (Delay Impact: +65 mins),Critical,fa-temperature-high,https://open-meteo.com,65,46181.62512,1.78091E+12
telemetry-siliguri-optimal-transit-weather-8-15,"Siliguri, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Siliguri corridor: 25.8°C, AQI 48, windspeed 13 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-guwahati-optimal-transit-weather-8-15,"Guwahati, AS",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Guwahati corridor: 23.9°C, AQI 97, windspeed 0.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-jamshedpur-optimal-transit-weather-8-15,"Jamshedpur, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Jamshedpur corridor: 32.9°C, AQI 54, windspeed 1.4 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-muzaffarpur-extreme-temperature-warning-8-15,"Muzaffarpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 39.7°C active in Muzaffarpur. Elevated engine and tire blowout stress warning. (Delay Impact: +53 mins),High,fa-temperature-high,https://open-meteo.com,53,46181.62512,1.78091E+12
telemetry-dhanbad-optimal-transit-weather-8-15,"Dhanbad, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Dhanbad corridor: 31.5°C, AQI 54, windspeed 13.3 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-darbhanga-optimal-transit-weather-8-15,"Darbhanga, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Darbhanga corridor: 33.7°C, AQI 73, windspeed 17.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-shillong-optimal-transit-weather-8-15,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 19.6°C, AQI 84, windspeed 7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-puri-severe-air-pollution-warning-8-15,"Puri, OD",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Puri is 183 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.62512,1.78091E+12
telemetry-kashipur-moderate-smog-warning-8-15,"Kashipur, UK",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Kashipur is 137 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.62512,1.78091E+12
telemetry-durgapur-extreme-temperature-warning-8-15,"Durgapur, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.1°C active in Durgapur. Elevated engine and tire blowout stress warning. (Delay Impact: +59 mins),Critical,fa-temperature-high,https://open-meteo.com,59,46181.62512,1.78091E+12
telemetry-kolkata-optimal-transit-weather-8-15,"Kolkata, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kolkata corridor: 29.2°C, AQI 82, windspeed 22.3 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-hazaribagh-extreme-temperature-warning-8-15,"Hazaribagh, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.3°C active in Hazaribagh. Elevated engine and tire blowout stress warning. (Delay Impact: +33 mins),High,fa-temperature-high,https://open-meteo.com,33,46181.62512,1.78091E+12
telemetry-ranchi-optimal-transit-weather-8-15,"Ranchi, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Ranchi corridor: 32°C, AQI 51, windspeed 16.7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.62512,1.78091E+12
telemetry-kharagpur-moderate-smog-warning-8-15,"Kharagpur, WB",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Kharagpur is 106 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.62512,1.78091E+12
telemetry-cuttack-severe-air-pollution-warning-8-15,"Cuttack, OD",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Cuttack is 180 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.62512,1.78091E+12
telemetry-dhanbad-extreme-temperature-warning-8-15,"Dhanbad, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.4°C active in Dhanbad. Elevated engine and tire blowout stress warning. (Delay Impact: +60 mins),Critical,fa-temperature-high,https://open-meteo.com,60,46181.62512,1.78091E+12
telemetry-kashipur-extreme-temperature-warning-8-15,"Kashipur, UK",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42.8°C active in Kashipur. Elevated engine and tire blowout stress warning. (Delay Impact: +67 mins),Critical,fa-temperature-high,https://open-meteo.com,67,46181.62512,1.78091E+12
telemetry-patna-optimal-transit-weather-8-17,"Patna, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Patna corridor: 34.4°C, AQI 97, windspeed 12.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-asansol-moderate-smog-warning-8-17,"Asansol, WB",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Asansol is 116 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,"6/8/2026, 17:00",1.78092E+12
telemetry-durgapur-optimal-transit-weather-8-17,"Durgapur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Durgapur corridor: 29.2°C, AQI 82, windspeed 17.5 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-kolkata-extreme-temperature-warning-8-17,"Kolkata, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.2°C active in Kolkata. Elevated engine and tire blowout stress warning. (Delay Impact: +32 mins),High,fa-temperature-high,https://open-meteo.com,32,"6/8/2026, 17:00",1.78092E+12
telemetry-gaya-moderate-smog-warning-8-17,"Gaya, BR",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Gaya is 107 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,"6/8/2026, 17:00",1.78092E+12
telemetry-hazaribagh-extreme-temperature-warning-8-17,"Hazaribagh, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.6°C active in Hazaribagh. Elevated engine and tire blowout stress warning. (Delay Impact: +34 mins),High,fa-temperature-high,https://open-meteo.com,34,"6/8/2026, 17:00",1.78092E+12
telemetry-ranchi-optimal-transit-weather-8-17,"Ranchi, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Ranchi corridor: 34.5°C, AQI 51, windspeed 22.5 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-kharagpur-extreme-temperature-warning-8-17,"Kharagpur, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.2°C active in Kharagpur. Elevated engine and tire blowout stress warning. (Delay Impact: +55 mins),Critical,fa-temperature-high,https://open-meteo.com,55,"6/8/2026, 17:00",1.78092E+12
telemetry-cuttack-optimal-transit-weather-8-17,"Cuttack, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Cuttack corridor: 31.1°C, AQI 83, windspeed 9.9 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-bhubaneswar-optimal-transit-weather-8-17,"Bhubaneswar, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Bhubaneswar corridor: 28.7°C, AQI 83, windspeed 3.7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-bhagalpur-extreme-temperature-warning-8-17,"Bhagalpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 39.3°C active in Bhagalpur. Elevated engine and tire blowout stress warning. (Delay Impact: +51 mins),High,fa-temperature-high,https://open-meteo.com,51,"6/8/2026, 17:00",1.78092E+12
telemetry-siliguri-optimal-transit-weather-8-17,"Siliguri, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Siliguri corridor: 29.4°C, AQI 68, windspeed 12.5 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-guwahati-moderate-smog-warning-8-17,"Guwahati, AS",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Guwahati is 105 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,"6/8/2026, 17:00",1.78092E+12
telemetry-jamshedpur-extreme-temperature-warning-8-17,"Jamshedpur, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.9°C active in Jamshedpur. Elevated engine and tire blowout stress warning. (Delay Impact: +58 mins),Critical,fa-temperature-high,https://open-meteo.com,58,"6/8/2026, 17:00",1.78092E+12
telemetry-muzaffarpur-severe-air-pollution-warning-8-17,"Muzaffarpur, BR",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Muzaffarpur is 155 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,"6/8/2026, 17:00",1.78092E+12
telemetry-dhanbad-extreme-temperature-warning-8-17,"Dhanbad, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42.5°C active in Dhanbad. Elevated engine and tire blowout stress warning. (Delay Impact: +65 mins),Critical,fa-temperature-high,https://open-meteo.com,65,"6/8/2026, 17:00",1.78092E+12
telemetry-darbhanga-extreme-temperature-warning-8-17,"Darbhanga, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.6°C active in Darbhanga. Elevated engine and tire blowout stress warning. (Delay Impact: +57 mins),Critical,fa-temperature-high,https://open-meteo.com,57,"6/8/2026, 17:00",1.78092E+12
telemetry-shillong-optimal-transit-weather-8-17,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 18.6°C, AQI 23, windspeed 3.7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-puri-optimal-transit-weather-8-17,"Puri, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Puri corridor: 31.9°C, AQI 83, windspeed 10.9 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,"6/8/2026, 17:00",1.78092E+12
telemetry-kashipur-extreme-temperature-warning-8-17,"Kashipur, UK",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42°C active in Kashipur. Elevated engine and tire blowout stress warning. (Delay Impact: +63 mins),Critical,fa-temperature-high,https://open-meteo.com,63,"6/8/2026, 17:00",1.78092E+12
